name,email,phone,website,address,city,state,niche,rating,reviewCount,lastReviewDate,reviewsLink,competitorName,competitorReviewCount,lane,sourceQuery,qa_flags,qa_recommendation,inventory_source_file
West Hartford Family Dental | Dentist in West Hartford CT | DMD,cdicomesdental@gmail.com,+1 860-233-0552,https://smartdentalnetwork.com/location/west-hartford-family-dental/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgmb-website%26utm_content%3Dwebsite_button,"342 N Main St # 300, West Hartford, CT 06117",West Hartford,Connecticut,Dentist,4.9,588,,https://search.google.com/local/reviews?placeid=ChIJGUcQO32r54kRw6tImNpjhao&q=*&authuser=0&hl=en&gl=US,,,ai,"dental office, Connecticut, USA",personal_email_domain,review_before_live,tmp-reach-warmup-ai-2026-05-20-a6-qa.csv
Westchester Center for Independent & Assisted Living,info@thewcenter.com,+1 914-787-7400,https://thewcenter.com/,"78 Stratton St S, Yonkers, NY 10701",Yonkers,New York,Assisted living facility,4.6,84,,https://search.google.com/local/reviews?placeid=ChIJAQkQpWTtwokRLy-4_gvlztU&q=*&authuser=0&hl=en&gl=US,,,ai,"senior living, Westchester County NY, USA",,ok,tmp-reach-warmup-ai-2026-05-20-a7-qa.csv
Waterstone of Westchester,jkennedy@epochsl.com,+1 914-386-2472,https://www.waterstonesl.com/westchester/%3Futm_source%3Dgmb%26utm_medium%3Dorganic%26utm_content%3Dgmb-website,"150 Bloomingdale Rd, White Plains, NY 10605",White Plains,New York,Assisted living facility,4.8,38,,https://search.google.com/local/reviews?placeid=ChIJ66gbtvGVwokRR-xhgjlS0vA&q=*&authuser=0&hl=en&gl=US,,,ai,"senior living, Westchester County NY, USA",,ok,tmp-reach-warmup-ai-2026-05-20-a7-qa.csv
The Chelsea at Greenburgh,mpolanco@cslal.com,+1 914-275-0010,https://chelseaseniorliving.com/locations/the-chelsea-at-greenburgh/,"715 Dobbs Ferry Rd, White Plains, NY 10607",White Plains,New York,Assisted living facility,4.3,40,,https://search.google.com/local/reviews?placeid=ChIJaY6HDvGVwokRgGbVSEA_1BY&q=*&authuser=0&hl=en&gl=US,,,ai,"senior living, Westchester County NY, USA",multiple_contacts_same_business,review_before_live,tmp-reach-warmup-ai-2026-05-20-a7-qa.csv
The Chelsea at Greenburgh,tomkranz1@gmail.com,+1 914-275-0010,https://chelseaseniorliving.com/locations/the-chelsea-at-greenburgh/,"715 Dobbs Ferry Rd, White Plains, NY 10607",White Plains,New York,Assisted living facility,4.3,40,,https://search.google.com/local/reviews?placeid=ChIJaY6HDvGVwokRgGbVSEA_1BY&q=*&authuser=0&hl=en&gl=US,,,ai,"senior living, Westchester County NY, USA",personal_email_domain;multiple_contacts_same_business,review_before_live,tmp-reach-warmup-ai-2026-05-20-a7-qa.csv
Broadview - Senior Living at Purchase College,connieh@broadviewseniorliving.org,+1 914-825-4466,https://broadviewseniorliving.org/%3Futm_campaign%3Dgmb%26utm_content%3Dbusiness_profile_link%26utm_id%3Ddir_gbp_organic%26utm_medium%3Ddirectory%26utm_source%3Dgbp,"100 Broadview Ave, Purchase, NY 10577",Purchase,New York,Retirement community,4.9,51,,https://search.google.com/local/reviews?placeid=ChIJkfnHDrKXwokRU_0O33p3hbM&q=*&authuser=0&hl=en&gl=US,,,ai,"senior living, Westchester County NY, USA",,ok,tmp-reach-warmup-ai-2026-05-20-a7-qa.csv
Drum Hill Senior Living Community,llomax@drumhill.org,+1 914-788-8860,http://www.drumhillseniorliving.com/,"90 Ringgold St, Peekskill, NY 10566",Peekskill,New York,Retirement community,4.6,30,,https://search.google.com/local/reviews?placeid=ChIJh00Lr9rIwokRLEDr87SCMeY&q=*&authuser=0&hl=en&gl=US,,,ai,"senior living, Westchester County NY, USA",,ok,tmp-reach-warmup-ai-2026-05-20-a7-qa.csv
Providence House Assisted Living,providencehouse@coreypark.com,+1 617-731-0505,http://www.providencehouseassistedliving.com/,"180 Corey Rd, Brighton, MA 02135",Brighton,Massachusetts,Assisted living facility,3.9,31,,https://search.google.com/local/reviews?placeid=ChIJmdnFHrR544kRcmpujvWmVpY&q=*&authuser=0&hl=en&gl=US,,,ai,"assisted living, Massachusetts, USA",,ok,tmp-reach-warmup-ai-2026-05-20-a8-qa.csv
Atria Longmeadow Place,matt.winsryg@atriaseniorliving.com,+1 781-270-9008,https://www.atriaseniorliving.com/retirement-communities/atria-longmeadow-place-burlington-ma/%3Futm_source%3DGMB%26utm_medium%3DBirdeye,"42 Burlington Mall Road, Burlington, MA 01803",Burlington,Massachusetts,Assisted living facility,4.8,30,,https://search.google.com/local/reviews?placeid=ChIJcTFEMTKe44kRx33DsNXIPdI&q=*&authuser=0&hl=en&gl=US,,,ai,"assisted living, Massachusetts, USA",multiple_contacts_same_business,review_before_live,tmp-reach-warmup-ai-2026-05-20-a8-qa.csv
Atria Longmeadow Place,amigoscantina@hotmail.com,+1 781-270-9008,https://www.atriaseniorliving.com/retirement-communities/atria-longmeadow-place-burlington-ma/%3Futm_source%3DGMB%26utm_medium%3DBirdeye,"42 Burlington Mall Road, Burlington, MA 01803",Burlington,Massachusetts,Assisted living facility,4.8,30,,https://search.google.com/local/reviews?placeid=ChIJcTFEMTKe44kRx33DsNXIPdI&q=*&authuser=0&hl=en&gl=US,,,ai,"assisted living, Massachusetts, USA",personal_email_domain;multiple_contacts_same_business,review_before_live,tmp-reach-warmup-ai-2026-05-20-a8-qa.csv
Edelweiss Village,poregan@germancentre.org,+1 857-547-2000,https://www.germancentre.org/communities/edelweiss-village/,"2220 Centre St, West Roxbury, MA 02132",West Roxbury,Massachusetts,Assisted living facility,4.9,10,,https://search.google.com/local/reviews?placeid=ChIJcWxrmz1_44kRG__lzeHlp_Q&q=*&authuser=0&hl=en&gl=US,,,ai,"assisted living, Massachusetts, USA",multiple_contacts_same_business,review_before_live,tmp-reach-warmup-ai-2026-05-20-a8-qa.csv
Edelweiss Village,tellmemore62@gmail.com,+1 857-547-2000,https://www.germancentre.org/communities/edelweiss-village/,"2220 Centre St, West Roxbury, MA 02132",West Roxbury,Massachusetts,Assisted living facility,4.9,10,,https://search.google.com/local/reviews?placeid=ChIJcWxrmz1_44kRG__lzeHlp_Q&q=*&authuser=0&hl=en&gl=US,,,ai,"assisted living, Massachusetts, USA",personal_email_domain;multiple_contacts_same_business,review_before_live,tmp-reach-warmup-ai-2026-05-20-a8-qa.csv
Artisan at Hudson,artisanleasing@soleraseniorliving.com,+1 978-763-7111,https://artisanathudson.com/,"253 Washington St, Hudson, MA 01749",Hudson,Massachusetts,Assisted living facility,4.6,95,,https://search.google.com/local/reviews?placeid=ChIJhY87ZkuN44kRuNeWcarcJyE&q=*&authuser=0&hl=en&gl=US,,,ai,"assisted living, Massachusetts, USA",,ok,tmp-reach-warmup-ai-2026-05-20-a8-qa.csv
